CRN,COURSE,COLL,CRED,DELIVERY,TITLE,PROFS,TERM,TIMEBLOCK,ROOM
54569,CSCI 225:10,SC,3,In-Person,Coding in Health Analytics,"Soufan, Othman",1ST,D1/D2/D3,SNP100
46804,CSCI 255:10,SC,3,Online-No Scheduled Delivery,Advanced Data Structures,"Page, Daniel",1ST,C4/C5/C6,
55588,CSCI 255:20,SC,3,,Advanced Data Structures,"Page, Daniel",2ND,K1/K2/K3,MULH3030
49928,CSCI 263:20,SC,3,,Computer Organization,"Yang, Laurence",2ND,L1/L2/L3,MULH3030
49929,CSCI 263L:20,SC,0,,CSCI 263 Lab,"Yang, Laurence",2ND,C8/K8,MULH4024
52914,CSCI 275:20,SC,3,,Database Management Systems,"van Bommel, Martin",2ND,A1/A2/A3,MULH2030
52892,CSCI 277:10,SC,3,In-Person,Discrete Structures,"Finbow, Stephen",1ST,B4/B5/B6,SNP100
55589,CSCI 345:20,SC,3,,Computer Graphics,"Zhang, Qingchen",2ND,B4/B5/B6,IM114
55590,CSCI 345L:20,SC,0,,CSCI 345 Lab,"Zhang, Qingchen",2ND,B7/C7,MULH4024
55591,CSCI 350:20,SC,3,,Biomedical Computation,"Soufan, Othman",2ND,L4/L5/L6,CO120
55592,CSCI 355:10,SC,3,Online-No Scheduled Delivery,Data Struct & Algorithm Analy,"Page, Daniel",1ST,X7/X8,
52104,CSCI 368:10,SC,3,In-Person,Data Communications & Networks,"Zhang, Qingchen",1ST,L4/L5/L6,MULH3030
52105,CSCI 368L:10,SC,0,In-Person,CSCI 368 Lab,"Zhang, Qingchen",1ST,B7/C7,SCHW256
52106,CSCI 375:10,SC,3,In-Person,Operating Systems,"Gondra Luja, Iker",1ST,O1/W1,MULH2032
52107,CSCI 375L:10,SC,0,In-Person,CSCI 375 Lab,"Zhang, Qingchen",1ST,C8/K8,SCHW256
55594,CSCI 435:20,SC,3,,Algorithms & Complexity,"Page, Daniel",2ND,L1/L2/L3,AX124
55593,CSCI 444:10,SC,3,In-Person,Machine Learning,"Levman, Jacob",1ST,A1/A2/A3,MULH4030
55595,CSCI 467:20,SC,3,,Cyber Security,"Yang, Laurence",2ND,K1/K2/K3,CO120
55596,CSCI 483:20,SC,3,,Interactive Programming Java,"Soufan, Othman",2ND,K4/K5/K6,BB236
52920,CSCI 485:20,SC,3,,Software Design,"Kedwan, Ftoon",2ND,A4/A5/A6,MULH2032
55597,CSCI 487:10,SC,3,In-Person,Org of Programming Languages,"Zhang, Qingchen",1ST,K4/K5/K6,MULH3030
51153,CSCI 491:00,SC,0,Online-Scheduled Delivery,Senior Seminar,"Gondra Luja, Iker",FULL,A7,
46823,CSCI 493:00,SC,3,In-Person,Senior Thesis,"Gondra Luja, Iker",FULL,TBA,
53830,CSCI 495:20,SC,3,,Artificial Intelligence,"Gondra Luja, Iker",2ND,B1/B2/B3,MULH4032
52775,DEVS 101:10,AR,3,Online-Scheduled Delivery,Intro to Development Studies,"Langdon, Jonathan",1ST,W7/W8,
47680,DEVS 201:10,AR,3,In-Person,International Dev:Global South,"Burnett, Kim",1ST,U7/U8,MULH4032
47681,DEVS 201:20,AR,3,,International Dev:Global South,"Chattopadhyay, Sutapa",2ND,W1/W2,CO110
47682,DEVS 202:10,AR,3,Online-Scheduled Delivery,International Dev: Canada,"Burnett, Kim",1ST,O4/O5,
47683,DEVS 202:20,AR,3,,International Dev: Canada,"Burnett, Kim",2ND,U7/U8,CO110
55713,DEVS 203:10,AR,3,Online-Scheduled Delivery,Climate Change and People,"Cash, Corrine",1ST,T3,
55497,DEVS 257:20,AR,3,,Canada & Global South,"Forestell, Nancy",2ND,Z7/Z8,AX124
47684,DEVS 302:10,AR,3,In-Person,Globalization & Development,"Burnett, Kim",1ST,U1/U2,MULH4034
47685,DEVS 303:20,AR,3,,Topics in Globalization & Dev,"Burnett, Kim",2ND,U1/U2,CO110
55308,DEVS 305:10,AR,3,In-Person,Economic Development I,"Ozkok, Zeynep",1ST,Z7/Z8,MULH2030
55310,DEVS 306:20,AR,3,,Economic Development II,"Ozkok, Zeynep",2ND,Z7/Z8,MULH3026
55429,DEVS 311:20,AR,3,,Issues - Development Practice,"Langdon, Jonathan",2ND,O5/X2,CO265
55578,DEVS 315:10,AR,3,In-Person,Gender & Development,"Chattopadhyay, Sutapa",1ST,W1/W2,MULH3022
55332,DEVS 321:10,AR,3,In-Person,People and Development,"Vincent, Susan",1ST,U4/U5,MULH2030
55360,DEVS 352:10,AR,3,Online-Scheduled Delivery,Social Entrepreneurship,"Lent, Monica",1ST,O4/O5,
55776,DEVS 354:20,AR,3,,Global Political Economy,"Cho, Youngwon",2ND,O4/O5,
55778,DEVS 355:10,AR,3,In-Person,Global Issues,"Daoust, Gabrielle",1ST,W4/W5,SCHW152
54762,DEVS 401:20,AR,3,,Theories of Development,"Burnett, Kim",2ND,O8/X8,CO265
52117,DEVS 405:10,AR,3,In-Person,Community-Based Dev,"Cash, Corrine",1ST,X7/Z4,CO265
55428,DEVS 412:20,AR,3,,Dev. Studies Internship,"Cameron, Sheena",2ND,TBA,
48405,DEVS 490:00,AR,6,In-Person,Thesis,"EVS - TBA, D",FULL,TBA,
46070,ECON 101:11,AR,3,In-Person,Introductory Microeconomics,"Withey, Patrick",1ST,W4/W5,MSBS225
46071,ECON 101:12,AR,3,In-Person,Introductory Microeconomics,"Withey, Patrick",1ST,W1/W2,MSBS225
51295,ECON 101:13,AR,3,Online-Scheduled Delivery,Introductory Microeconomics,"Summerfield, Fraser",1ST,O4/O5,
55796,ECON 101:14,AR,3,Online-Scheduled Delivery,Introductory Microeconomics,"Summerfield, Fraser",1ST,O1/O2,
46075,ECON 102:21,AR,3,,Introductory Macroeconomics,"Tkacz, Greg",2ND,W4/W5,SCHW110
46076,ECON 102:22,AR,3,,Introductory Macroeconomics,"Tkacz, Greg",2ND,W1/W2,MULH2070
51296,ECON 102:23,AR,3,,Introductory Macroeconomics,"Malloy, Brandon",2ND,O4/O5,MULH3030
46082,ECON 201:11,AR,3,In-Person,Intermediate Microeconomics I,"Leo, Teng",1ST,U7/U8,SNP100
49330,ECON 201:12,AR,3,In-Person,Intermediate Microeconomics I,"Leo, Teng",1ST,U4/U5,GM001
55797,ECON 201:13,AR,3,In-Person,Intermediate Microeconomics I,"Rosborough, Jonathan",1ST,J1/J2,SCHW156
49837,ECON 201:20,AR,3,,Intermediate Microeconomics I,"Summerfield, Fraser",2ND,W4/W5,MULH3034
47690,ECON 202:10,AR,3,In-Person,Intermediate Macroeconomics I,"Ozkok, Zeynep",1ST,Z4/Z5,SCHW156
51741,ECON 202:21,AR,3,,Intermediate Macroeconomics I,"Alessandrini, Diana",2ND,U7/U8,MULH2070
51742,ECON 202:22,AR,3,,Intermediate Macroeconomics I,"Alessandrini, Diana",2ND,U4/U5,GM001
51743,ECON 241:10,AR,3,In-Person,Cdn Econ Prospects/Challenges,"Malloy, Brandon",1ST,X4/X5,MULH3034
54490,ECON 242:20,AR,3,,Int'l Econ. Policy & Problems,"Malloy, Brandon",2ND,X4/X5,MULH3024
54489,ECON 271:20,AR,3,,Quant Methods in Economics,"Rosborough, Jonathan",2ND,W7/W8,MULH3030
54486,ECON 281:10,AR,3,In-Person,Environmental Economics,"Withey, Patrick",1ST,X1/X2,GM001
55306,ECON 298:20,AR,3,,ST: Experimental Economics,"Alessandrini, Diana",2ND,Z1/Z2,GM001
55304,ECON 301:10,AR,3,In-Person,Intermediate Microeconomics II,"Rosborough, Jonathan",1ST,W4/W5,MULH2030
46790,ECON 302:20,AR,3,,Intermediate Macroeconomics II,"Ozkok, Zeynep",2ND,Z4/Z5,MULH3030
55307,ECON 305:10,AR,3,In-Person,Economic Development I,"Ozkok, Zeynep",1ST,Z7/Z8,MULH2030
55309,ECON 306:20,AR,3,,Economic Development II,"Ozkok, Zeynep",2ND,Z7/Z8,MULH3026
53761,ECON 335:10,AR,3,In-Person,Money &  Financial Markets I,"Tkacz, Greg",1ST,W1/W2,SCHW205
55311,ECON 361:20,AR,3,,Human Resources & Labor Econ,"Summerfield, Fraser",2ND,W1/W2,SCHW190
55312,ECON 364:20,AR,3,,Health Economics,"Leo, Teng",2ND,O1/O2,MULH2032
51300,ECON 366:20,AR,3,,Int'l  Payment & Finance,"Ozkok, Zeynep",2ND,S4/S5,MULH4022
48406,ECON 371:10,AR,3,In-Person,Econometrics I,"Summerfield, Fraser",1ST,O7/O8,SCHW290
48407,ECON 372:20,AR,3,,Econometrics II,"Leo, Teng",2ND,O7/O8,LIB08
54488,ECON 381:20,AR,3,,Natural Resource Economics,"Withey, Patrick",2ND,X1/X2,MULH3026
53763,ECON 391:10,AR,3,In-Person,Public Finance I,"Alessandrini, Diana",1ST,Z1/Z2,SCHW205
50402,ECON 401:10,AR,3,In-Person,Advanced Microeconomics,"Rosborough, Jonathan",1ST,W7/W8,MULH4022
55798,ECON 402:10,AR,3,In-Person,Advanced Macroeconomics,"Malloy, Brandon",1ST,M1/M2,MULH4022
49342,ECON 402:20,AR,3,,Advanced Macroeconomics,"Malloy, Brandon",2ND,X7/X8,MULH4022
55314,ECON 415:20,AR,3,,Intro to Game Theory,"Rosborough, Jonathan",2ND,R4/R5,MULH3022
55315,ECON 471:10,AR,3,In-Person,Mathematical Economics,"Leo, Teng",1ST,U1/U2,MULH3022
51294,ECON 493:10,AR,3,In-Person,Seminar,"Alessandrini, Diana",1ST,X7/X8,MULH3022
46923,ECON 494:00,AR,3,In-Person,Thesis,"Tkacz, Greg",FULL,TBA,
46664,ENGL 100:11,AR,6,In-Person,Literature & Critical Writing,"McGillivray, Mary",FULL,B1/B2/B3,MULH3030
53541,ENGL 100:12H,AR,6,In-Person,Literature & Critical Writing,"Khoury, Joseph",FULL,B4/B5/B6,SCHW414
51834,ENGL 111:11,AR,3,In-Person,Lit. & Academic Writing I,"Moynagh, Maureen",1ST,A4/A5/A6,MULH3030
51835,ENGL 111:12,AR,3,Online-Scheduled Delivery,Lit. & Academic Writing I,"Marquis, Paul",1ST,W7/W8,
51836,ENGL 111:13,AR,3,In-Person,Lit. & Academic Writing I,"Nilges, Mathias",1ST,M1/M2,MULH4032
51837,ENGL 111:14,AR,3,Online-Scheduled Delivery,Lit. & Academic Writing I,"Wilputte, Earla",1ST,K1/K2/K3,
51838,ENGL 111:15,AR,3,Online-Scheduled Delivery,Lit. & Academic Writing I,"Wright, Kailin",1ST,Z4/Z5,
55615,ENGL 111:16,AR,3,Online-Scheduled Delivery,Lit. & Academic Writing I,"Wright, Kailin",1ST,Z7/Z8,
55616,ENGL 111:17,AR,3,Online-Scheduled Delivery,Lit. & Academic Writing I,"Young, Lindsay",1ST,U4/U5,
55617,ENGL 111:18,AR,3,Online-Scheduled Delivery,Lit. & Academic Writing I,"Young, Lindsay",1ST,U7/U8,
55618,ENGL 111:19,AR,3,In-Person,Lit. & Academic Writing I,"Smith, Douglas",1ST,Z7/Z8,MULH4032
54673,ENGL 111:20,AR,3,,Lit. & Academic Writing I,"Estill, Laura",2ND,W7/W8,MULH3024
55651,ENGL 111:66,AR,3,Distance (Other),Lit. & Academic Writing I,"D'Arcy, Michael",1ST,TBA,Online
54674,ENGL 112:10,AR,3,Online-No Scheduled Delivery,Lit. & Academic Writing II,"Potts, Jason",1ST,W4/W5,
51843,ENGL 112:21,AR,3,,Lit. & Academic Writing II,"Marquis, Paul",2ND,W7/W8,CO120
51844,ENGL 112:22,AR,3,,Lit. & Academic Writing II,"Young, Lindsay",2ND,U7/U8,BB337
53315,ENGL 112:23,AR,3,,Lit. & Academic Writing II,"D'Arcy, Michael",2ND,W1/W2,CO265
53524,ENGL 112:24,AR,3,,Lit. & Academic Writing II,"Moynagh, Maureen",2ND,A4/A5/A6,MULH3026
55648,ENGL 112:25,AR,3,,Lit. & Academic Writing II,"Young, Lindsay",2ND,U4/U5,AX124
55613,ENGL 201:10,AR,3,In-Person,Science Fiction and Fantasy,"Nilges, Mathias",1ST,T1,MULH4022
54670,ENGL 207:10,AR,3,In-Person,World Masterpieces II,"Khoury, Joseph",1ST,W1/W2,MULH4032
55620,ENGL 212:20,AR,3,,Shakespeare's Great Tragedies,"Khoury, Joseph",2ND,U7/U8,MULH3026
48296,ENGL 215:20,AR,3,,Literary Criticism Principles,"Marquis, Paul",2ND,Z4/Z5,MULH4022
55621,ENGL 232:20,AR,3,,Why Care About Characters?,"Potts, Jason",2ND,U4/U5,BB337
55622,ENGL 233:10,AR,3,Online-Scheduled Delivery,Children's Lit: 1865-Present,"Young, Lindsay",1ST,X4/X5,
55623,ENGL 236:20,AR,3,,Children's Film & Television,"Young, Lindsay",2ND,X4/X5,IM201
55624,ENGL 249:10,AR,3,Online-Scheduled Delivery,Detective Fiction & Film,"D'Arcy, Michael",1ST,T1,
55625,ENGL 254:10,AR,3,Online-Scheduled Delivery,Topics:18th Century Literature,"Wilputte, Earla",1ST,U4/U5,
55647,ENGL 259:20,AR,3,,"Gender, Literature & Culture","Moynagh, Maureen",2ND,Z7/Z8,MULH3022
55626,ENGL 261:20,AR,3,,Hollywood Film,"D'Arcy, Michael",2ND,E5,MULH3022
55627,ENGL 262:20,AR,3,,"Imagination, Dream & Vision","Marquis, Paul",2ND,O1/O2,CO265
55628,ENGL 267:10,AR,3,In-Person,Introductory Creative Writing,"Smith, Douglas",1ST,T3,MULH3022
55629,ENGL 277:10,AR,3,Online-Scheduled Delivery,Shakespeare: Subversive Poetry,"Marquis, Paul",1ST,Z4/Z5,
55630,ENGL 278:10,AR,3,In-Person,The Short Story in Canada,"McGillivray, Mary",1ST,W4/W5,BB237
55631,ENGL 279:10,AR,3,Online-Scheduled Delivery,What's Canadian About Cdn Lit?,"Wright, Kailin",1ST,X4/X5,
55633,ENGL 308:10,AR,3,In-Person,Milton and his Time,"Khoury, Joseph",1ST,U7/U8,MULH3022
55520,ENGL 327:20,AR,3,,Medieval Ireland,"de Vries, Ranke",2ND,W7/W8,SCHW190
55634,ENGL 338:20,AR,3,,Studies in Canadian Drama,"Wright, Kailin",2ND,E7,BB305
55645,ENGL 339:20,AR,3,,Cultural Theory Pop Culture,"Nilges, Mathias",2ND,E4,SCHW290
55635,ENGL 347:10,AR,3,In-Person,Literature of African Diaspora,"Moynagh, Maureen",1ST,Z7/Z8,MULH3022
54691,ENGL 365:20,AR,3,,Canadian Fiction,"McGillivray, Mary",2ND,Z7/Z8,MULH4022
55636,ENGL 366:20,AR,3,,Topics in Canadian Literature,"McGillivray, Mary",2ND,W4/W5,MULH4032
55646,ENGL 391:10,AR,3,Online-Scheduled Delivery,ST: Lit. in the Digital Age,"Estill, Laura",1ST,W7/W8,
55644,ENGL 397:20,AR,3,,ST: Taste & Cultural Capital,"D'Arcy, Michael",2ND,W7/W8,AX113
47049,ENGL 400:00,AR,6,Online-No Scheduled Delivery,Honours Thesis,"Potts, Jason",FULL,TBA,
55638,ENGL 491:10,AR,3,Online-Scheduled Delivery,ST: Lit. in the Digital Age,"Estill, Laura",1ST,W7/W8,
55640,ENGL 492:20,AR,3,,ST: Taste & Cultural Capital,"D'Arcy, Michael",2ND,W7/W8,AX113
44116,ENGL 497:00,AR,0,Online-No Scheduled Delivery,Advanced Major Thesis,"Potts, Jason",FULL,TBA,
46958,ENGR 121:10,SC,3,Online-Scheduled Delivery,Calculus I for Engineers,"Zhou, Ping",1ST,A1/A2/A3/K4,
41019,ENGR 121L:11,SC,0,In-Person,ENGR 121 Problem Session,"Keizer, Peter",1ST,K6,SCHW256
54606,ENGR 121L:12,SC,0,Online-Scheduled Delivery,ENGR 121 Problem Session,"Keizer, Peter",1ST,K9,
46959,ENGR 122:20,SC,3,,Calculus II for Engineers,"Zhou, Ping",2ND,A1/A2/A3/K4,MULH2034
41021,ENGR 122L:21,SC,0,,ENGR 122 Problem Session,"Keizer, Peter",2ND,K6,MULH4024
54608,ENGR 122L:22,SC,0,,ENGR 122 Problem Session,"Keizer, Peter",2ND,K9,MULH4024
53813,ENGR 123:10,SC,3,In-Person,Linear Algebra for Engineers,"van den Hoogen, Robert",1ST,A1/A2/A3,PS3034
53815,ENGR 123L:10,SC,0,In-Person,ENGR 123 Lab,"van den Hoogen, Robert",1ST,K3/K4,PS3034
54129,ENGR 128:10,SC,3,In-Person,Engineering Design & Graphics,"MacDonald, Brittany",1ST,K1/K2/K3,MSBS225
54130,ENGR 128L:11,SC,0,In-Person,ENGR 128 Lab,"MacDonald, Brittany",1ST,B8/C8/K8,PS3034
54131,ENGR 128L:12,SC,0,In-Person,ENGR 128 Lab,"Azad, Mohammad",1ST,A9/B9/L8,PS3034
49900,ENGR 132:20,SC,3,,Technical Communications,"NGR - TBA, E",2ND,K2/L1/L3,IM114
49901,ENGR 132L:20,SC,0,,ENGR Design I Lab,"Leeming, Mark",2ND,E7,MULH2032
46937,ENGR 136:20,SC,3,,Statics,"Oguejiofor, Emeka",2ND,B6/C1/C2,PS3034
43034,ENGR 136L:21,SC,0,,ENGR 136 Lab,"Oguejiofor, Emeka; NGR - TBA, E",2ND,B8/C8/K8,PS3035
50874,ENGR 136L:22,SC,0,,ENGR 136 Lab,"Oguejiofor, Emeka; NGR - TBA, E",2ND,A9/B9/L8,PS3035
48907,ENGR 211:10,SC,3,In-Person,Thermo-Fluids I,"MacDonald, Brittany",1ST,C2/C3/N1,PS3034
48908,ENGR 211L:10,SC,0,In-Person,ENGR 211 Lab,"NGR - TBA, E",1ST,C9/K9/L9,PS3034
48909,ENGR 212:20,SC,3,,Thermo-Fluids II,"MacDonald, Brittany",2ND,B9/C1/C2,"PS3034 , MULH4034"
48910,ENGR 212L:20,SC,0,,ENGR 212 Lab,"NGR - TBA, E",2ND,A7/B7/C7,PS3034
48905,ENGR 216:20,SC,3,,Geology for Engineers,"Melchin, Mike",2ND,K1/K2/K3,PS2041
48906,ENGR 216L:20,SC,0,,ENGR 216 Lab,"NGR - TBA, E",2ND,C9/K9/L9,PS2034
46938,ENGR 221:10,SC,3,In-Person,Differential Equation for Engr,"van den Hoogen, Robert",1ST,L4/L5/L6,PS3034
46939,ENGR 221L:10,SC,0,In-Person,ENGR 221 Lab,"van den Hoogen, Robert",1ST,A4/B4,PS3034
46940,ENGR 222:20,SC,3,,Calculus III for Engineers,"De'Bell, Keith",2ND,A1/A2/A3,PS3034
40542,ENGR 222L:20,SC,0,,ENGR 222 Lab,"Keizer, Peter",2ND,E4,PS3034
46942,ENGR 224:20,SC,3,,Probability & Statistics,"Lee, Derrick",2ND,L4/L5/L6,MULH2030
46943,ENGR 224L:20,SC,0,,ENGR 224 Lab,"Keizer, Peter",2ND,E5,SCHW256
51281,ENGR 227:20,SC,3,,Fundamentals of Process Engr,"MacDonald, Brittany",2ND,B1/B2/B3,PS3034
51282,ENGR 227L:20,SC,0,,ENGR 227 Lab,"NGR - TBA, E",2ND,A9/L8,PS3034
51283,ENGR 231:20,SC,3,,Dynamics,"Oguejiofor, Emeka",2ND,L1/L2/L3,PS3034
51284,ENGR 231L:20,SC,0,,ENGR 231 Lab,"NGR - TBA, E",2ND,C9/K9/L9,PS3035
48914,ENGR 232:20,SC,3,,Design & Communications II,"Oguejiofor, Emeka",2ND,A4/A5/A6,PS3034
48915,ENGR 232L:20,SC,0,,ENGR 232 Lab,"Oguejiofor, Emeka",2ND,A8/K7/L7,PS3034
46947,ENGR 235:10,SC,3,In-Person,Strength of Materials,"Oguejiofor, Emeka",1ST,B1/B2/B3,PS3034
53807,ENGR 235L:10,SC,0,In-Person,ENGR 235 Lab,"Oguejiofor, Emeka",1ST,A7/B7/C7,PS3034
46949,ENGR 237:10,SC,3,In-Person,Basic Electric Circuits Theory,"Comeau, Frank",1ST,C6/K1/K2,PS3034
44042,ENGR 237L:11,SC,0,In-Person,ENGR 237 LAB,"Trimboli, Maxine",1ST,O7/W8,KC2022
51559,ENGR 237L:12,SC,0,In-Person,ENGR 237 LAB,"Trimboli, Maxine",1ST,U8/Z8,KC2022
50548,ENGR 238:20,SC,3,,Digital Logic,"Comeau, Frank",2ND,B3/C3/R5,"PS3034 , PS3035"
50550,ENGR 238L:20,SC,0,,ENGR 238 LAB,"Trimboli, Maxine",2ND,O7/W8,PS1079
51285,ENGR 242:10,SC,3,In-Person,Engineering Economics,"NGR - TBA, E",1ST,B5/L1/L3,PS3034
51286,ENGR 242L:10,SC,0,In-Person,ENGR 242 Lab,"NGR - TBA, E",1ST,T2,PS3034
51292,ENGR 246:20,SC,3,,Circuit Analysis,"Comeau, Frank",2ND,K1/K2/K3,"PS3034 , PS3035"
51293,ENGR 246L:20,SC,0,,ENGR 246 Lab,"Comeau, Frank",2ND,C9/K9,PS1079
42905,ESCI 171:11,SC,3,In-Person,Understanding the Earth,"Braid, James (Jamie)",1ST,L4/L5/L6,MULH2070
42906,ESCI 171:12,SC,3,In-Person,Understanding the Earth,"Braid, James (Jamie)",1ST,M1/M2,PS1072
52957,ESCI 171L:11,SC,0,Online-No Scheduled Delivery,ESCI 171 Lab,"Rennie, Colette; Murphy, Cynthia (Cindy)",1ST,TBA,
52958,ESCI 171L:12,SC,0,Online-No Scheduled Delivery,ESCI 171 Lab,"Rennie, Colette; Murphy, Cynthia (Cindy)",1ST,TBA,
43584,ESCI 172:21,SC,3,,"Envir., Climate & Resources","Risk, David",2ND,L4/L5/L6,GM001
42907,ESCI 172:22,SC,3,,"Envir., Climate & Resources","Risk, David",2ND,S4/S5,PS1072
52959,ESCI 172L:21,SC,0,,ESCI 172 Lab,"Rennie, Colette; Murphy, Cynthia (Cindy)",2ND,O7,PS2041
52960,ESCI 172L:22,SC,0,,ESCI 172 Lab,"Rennie, Colette; Murphy, Cynthia (Cindy)",2ND,R5,PS2034
46286,ESCI 201:10,SC,3,Online-Scheduled Delivery,Crystal Chem & Mineralogy,"Anderson, Alan",1ST,C4/C5/C6,
46287,ESCI 201L:10,SC,0,Online-Scheduled Delivery,ESCI 201 Lab,"Anderson, Alan",1ST,O7/W8,
52549,ESCI 202:20,SC,3,,Intro to Igneous & Metamorphic,"Anderson, Alan",2ND,C4/C5/C6,PS2045
52550,ESCI 202L:20,SC,0,,ESCI 202 Lab,"Anderson, Alan",2ND,O7/W8,PS2045
42910,ESCI 215:10,SC,3,In-Person,Sedimentology & Stratigraphy,"SCI -TBA, E",1ST,K1/K2/K3,PS2045
43805,ESCI 215L:10,SC,0,In-Person,ESCI 215 Lab,"SCI -TBA, E",1ST,X7/Z7,PS2034
51107,ESCI 216:10,SC,3,In-Person,Earth History,"SCI -TBA, E",1ST,B1/B2/B3,PS2041
51108,ESCI 216L:10,SC,0,In-Person,ESCI 216 Lab,"SCI -TBA, E",1ST,U7/W7,PS2041
52451,ESCI 245:20,SC,3,,Structural Geology,"Braid, James (Jamie)",2ND,B1/B2/B3,PS2041
52452,ESCI 245L:20,SC,0,,ESCI 245 Lab,"Braid, James (Jamie)",2ND,U7/W7,PS2034
53688,ESCI 265:20,SC,3,,Data Analysis: Earth/Envir Sci,"MacDougall, Andrew",2ND,A1/A2/A3,PS2045
53689,ESCI 265L:20,SC,0,,ESCI 265 Lab,"MacDougall, Andrew",2ND,U8/Z8,LIB08
54812,ESCI 266:10,SC,3,In-Person,Hydrology,"Kellman, Lisa",1ST,B4/B5/B6,PS2041
54813,ESCI 266L:10,SC,0,In-Person,ESCI 266 Lab,"Kellman, Lisa",1ST,U8/Z8,PS2041
45778,ESCI 272:20,SC,3,,Understanding Climate Change,"Beltrami, Hugo",2ND,K1/K2/K3,PS2045
46305,ESCI 272L:20,SC,0,,ESCI 272 Lab,"Beltrami, Hugo",2ND,O8/X8,PS1096
44093,ESCI 273:10,SC,3,Online-Scheduled Delivery,Health & the Environment,"SCI -TBA, E",1ST,J1/J2,
44096,ESCI 274:20,SC,3,,Health Impacts: Climate Change,"SCI -TBA, E",2ND,R4/R5,SCHW156
55467,ESCI 285:20,SC,3,,Paleontology: History of Life,"Melchin, Mike",2ND,L4/L5/L6,PS2041
55469,ESCI 285L:20,SC,0,,ESCI 285 Lab,"Melchin, Mike",2ND,U8/Z8,PS2034
55477,ESCI 302:20,SC,3,,Genesis of Metamorphic Rocks,"SCI -TBA, E",2ND,C1/C2/C3,PS2041
55478,ESCI 302L:20,SC,0,,ESCI 302 Lab,"SCI -TBA, E",2ND,X7/Z7,PS2041
55471,ESCI 305:10,SC,3,In-Person,Geochemistry,"SCI -TBA, E",1ST,A1/A2/A3,PS2041
55472,ESCI 305L:10,SC,0,In-Person,ESCI 305 Lab,"SCI -TBA, E",1ST,O8/X8,PS2041
52227,ESCI 375:10,SC,3,In-Person,Geological Field Methods,"Anderson, Alan; Braid, James (Jamie)",1ST,TBA,
54823,ESCI 376:20,SC,3,,Envir Earth Sci Field Course,"Risk, David",2ND,TBA,
55473,ESCI 426:10,SC,3,Online-Scheduled Delivery,Ore Deposits,"Anderson, Alan",1ST,TBA,
55474,ESCI 426L:10,SC,0,In-Person,ESCI 426 Lab,"Anderson, Alan",1ST,TBA,
55475,ESCI 472:20,SC,3,,Ocean-Atmosphere Interactions,"Beltrami, Hugo",2ND,TBA,
55476,ESCI 472L:20,SC,0,,ESCI 472 Lab,"Beltrami, Hugo",2ND,TBA,
54166,ESCI 491:00,SC,0,In-Person,Senior Seminar,"Kellman, Lisa",FULL,TBA,
54167,ESCI 493:00,SC,3,In-Person,Senior Dissertation,"Kellman, Lisa",FULL,TBA,
51867,FREN 111:10,AR,3,In-Person,Basic French I,"Atakora, Anas",1ST,U7/U8,MULH2030
51868,FREN 111:20,AR,3,,Basic French I,"Crohas, Julie",2ND,O4/O5,SCHW289
51887,FREN 111L:11,AR,0,Online-No Scheduled Delivery,FREN 111 Lab,"Maillet, David",1ST,TBA,
51893,FREN 111L:21,AR,0,,FREN 111 Lab,"Maillet, David",2ND,TBA,IM210
51894,FREN 111L:22,AR,0,,FREN 111 Lab,"Maillet, David",2ND,TBA,IM210
52693,FREN 111L:23,AR,0,,FREN 111 Lab,"Maillet, David",2ND,TBA,IM210
52833,FREN 111L:24,AR,0,,FREN 111 Lab,"Maillet, David",2ND,TBA,IM210
51869,FREN 112:10,AR,3,In-Person,Basic French II,"Atakora, Anas",1ST,Z7/Z8,MULH4034
51871,FREN 112:20,AR,3,,Basic French II,"Crohas, Julie",2ND,U7/U8,IM201
51895,FREN 112L:11,AR,0,Online-No Scheduled Delivery,FREN 112 Lab,"Maillet, David",1ST,TBA,
51898,FREN 112L:21,AR,0,,FREN 112 Lab,"Maillet, David",2ND,TBA,IM210
51899,FREN 112L:22,AR,0,,FREN 112 Lab,"Maillet, David",2ND,TBA,IM210
51900,FREN 112L:23,AR,0,,FREN 112 Lab,"Maillet, David",2ND,TBA,IM210
52829,FREN 112L:24,AR,0,,FREN 112 Lab,"Maillet, David",2ND,TBA,IM210
51872,FREN 211:10,AR,3,In-Person,Intermediate French I,"Atakora, Anas",1ST,B4/B5/B6,MULH3030
51874,FREN 211:20,AR,3,,Intermediate French I,"Atakora, Anas",2ND,W4/W5,SCHW289
51901,FREN 211L:11,AR,0,Online-No Scheduled Delivery,FREN 211 Lab,"Maillet, David",1ST,TBA,
51904,FREN 211L:21,AR,0,,FREN 211 Lab,"Maillet, David",2ND,TBA,IM210
51905,FREN 211L:22,AR,0,,FREN 211 Lab,"Maillet, David",2ND,TBA,IM210
52831,FREN 211L:23,AR,0,,FREN 211 Lab,"Maillet, David",2ND,TBA,IM210
51876,FREN 212:20,AR,3,In-Person,Intermediate French II,"Langille, Edward",2ND,K1/K2/K3,
51910,FREN 212L:21,AR,0,,FREN 212 Lab,"Maillet, David",2ND,TBA,IM210
51912,FREN 212L:22,AR,0,,FREN 212 Lab,"Maillet, David",2ND,TBA,IM210
52696,FREN 212L:23,AR,0,,FREN 212 Lab,"Maillet, David",2ND,TBA,IM210
